LAT,LON,YEAR,DOY,T2M,T2MDEW,T2MWET,TS,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_RANGE,WD10M,WS50M,WS50M_RANGE,WD50M,T2M_RANGE
-34.25,18.25,2023,292,17.75,15.4,16.57,16.5,10.83,86.51,0.03,101.09,8.23,5.8,119.69,10.54,6.88,117.14,4.26
-34.25,18.75,2023,292,18.68,15.36,17.02,17.71,10.96,82.16,0.11,99.9,7.25,5.55,113.56,9.2,6.9,105.31,8.66
-34.25,19.25,2023,292,18.48,14.85,16.66,18.16,10.76,81.41,0.57,98.61,6.43,4.74,103.89,8.22,6.03,99.89,11.72
-34.25,19.75,2023,292,18.56,14.68,16.62,18.64,10.66,80.82,0.67,98.61,6.3,5,99.24,8.13,5.91,96.58,12.91
-34.25,20.25,2023,292,18.79,14.48,16.64,19.18,10.47,79.29,0.7,99.01,6.6,5.57,96.94,8.4,5.79,94.66,12.69
-34.25,20.75,2023,292,19,14.21,16.6,19.65,10.25,77.41,0.77,99.36,7.01,6.07,95.79,8.66,5.65,93.81,11.65
-34.25,21.25,2023,292,18.94,14.21,16.58,19.76,10.22,77.56,0.87,99.7,7.11,6.45,96.06,8.76,6.23,94.16,10.49
-34.25,21.75,2023,292,18.85,14.54,16.69,19.69,10.44,79.26,0.79,99.91,6.79,6.45,98.74,8.29,6.8,96.83,9.42
-33.75,16.75,2023,292,17.58,16.38,16.98,17.5,11.47,92.6,0.02,101.51,8.13,6.57,142.02,9.39,8.06,141.3,0.9
-33.75,17.25,2023,292,17.18,15.91,16.55,16.88,11.15,92.16,0.03,101.48,7.1,7.93,137.59,8.43,9.53,136.91,0.95
-33.75,17.75,2023,292,17.29,15.42,16.35,16.47,10.83,88.99,0.03,101.33,5.69,8.01,135.17,7.27,9.99,134.11,2.92
-33.75,18.25,2023,292,18.3,15.16,16.73,17.02,10.74,82.88,0.04,100.72,4.3,7.23,135.03,6.06,9.84,132.22,7.46
-33.75,18.75,2023,292,20.37,15.38,17.87,19.4,11.11,75,0.06,99.09,4.01,7.26,135.16,5.54,10.33,127.59,14.02
-33.75,19.25,2023,292,19.47,14.14,16.8,19.06,10.62,74.62,0.17,95.74,3.78,6.19,135.33,4.94,8.9,132.22,17.38
-33.75,19.75,2023,292,19,13.67,16.34,18.98,10.42,75.47,0.24,94.69,4.03,5.51,127.5,5.33,7.66,125.89,18.33
-33.75,20.25,2023,292,19.22,13.05,16.13,19.7,10,73.39,0.35,94.82,4.43,5.8,118.25,5.87,7.01,117.19,19
-33.75,20.75,2023,292,19.79,12.19,15.99,20.86,9.36,69.11,0.55,95.4,4.65,6.71,111.29,6.04,6.96,112.04,20.03
-33.75,21.25,2023,292,19.81,11.84,15.83,21.24,9.09,68.16,0.77,96.03,4.34,6.95,107.47,5.66,7.13,113.69,20.57
-33.75,21.75,2023,292,19.59,11.86,15.72,20.93,9.09,68.48,0.67,96.4,4.01,6.38,101.84,5.24,6.93,101.14,19.28
-33.25,16.75,2023,292,17.51,16.45,16.98,17.66,11.52,93.39,0.04,101.46,5.91,8.21,157.78,6.66,9.81,157.37,0.78
-33.25,17.25,2023,292,17,15.76,16.38,16.8,11.04,92.34,0.06,101.44,4.63,8.45,157.94,5.6,10.25,157.49,1
-33.25,17.75,2023,292,17.5,15.18,16.34,16.84,10.67,87.05,0.08,101.24,3.6,6.89,162.32,4.88,9.08,161.93,4.19
-33.25,18.25,2023,292,19.28,14.98,17.13,18.37,10.64,78.11,0.08,100.53,3.2,4.98,169.02,4.67,7.69,168.92,10.22
-33.25,18.75,2023,292,21.64,15.15,18.4,20.94,10.99,69.44,0.04,98.8,3.83,5.55,172.38,5.43,8.56,172.75,16.16
-33.25,19.25,2023,292,19.71,13.15,16.43,19.04,10.18,69.46,0.05,93.72,3.8,5.75,181.3,5,7.77,181.75,17.97
-33.25,19.75,2023,292,19.47,12.65,16.06,18.98,10.02,69.26,0.05,92.34,3.96,5.6,166.06,5.31,7.68,171.16,18.83
-33.25,20.25,2023,292,20.06,11.7,15.88,20.18,9.47,65.65,0.11,92.03,4.42,6.1,157.63,5.93,7.87,162.82,20.03
-33.25,20.75,2023,292,20.8,10.2,15.5,21.82,8.54,60.16,0.22,91.98,4.8,6.9,158.25,6.28,7.76,160.24,21.83
-33.25,21.25,2023,292,21.23,9.89,15.56,22.92,8.27,59.06,0.26,93.15,4.23,6.25,141.38,5.59,6.61,148.56,23.55
-33.25,21.75,2023,292,21.35,10.1,15.72,23.11,8.27,58.94,0.32,94.44,3.65,6.09,126.9,5.14,7.26,127.16,23.86
-32.75,16.75,2023,292,17.52,16.51,17.02,17.64,11.57,93.62,0.04,101.45,4.69,8.06,179.62,5.32,9.5,179.44,0.7
-32.75,17.25,2023,292,17.18,15.88,16.53,16.87,11.12,91.95,0.06,101.42,3.66,7.01,180.89,4.68,8.88,180.66,1.01
-32.75,17.75,2023,292,18.06,15.21,16.63,17.43,10.69,84.68,0.08,101.2,3.27,4.92,184.77,4.69,7.21,184.96,4.65
-32.75,18.25,2023,292,20.15,14.6,17.37,19.55,10.39,73.08,0.09,100.27,3.59,3.71,191.9,5.2,6.2,192.7,11.29
-32.75,18.75,2023,292,22.15,13.94,18.05,21.8,10.22,63.91,0.04,97.87,4.35,5.14,200.25,6.06,7.37,200.5,17.43
-32.75,19.25,2023,292,20.13,12.51,16.32,19.63,9.76,66.18,0.01,93.56,4.17,5.12,198.98,5.67,6.52,199.42,18.8
-32.75,19.75,2023,292,21.18,11.89,16.54,20.76,9.48,61.5,0.01,93.09,4.27,5.49,189.58,5.82,7.22,194.69,20.06
-32.75,20.25,2023,292,21.79,10.35,16.07,21.95,8.73,55.92,0.06,91.83,4.99,6.09,188.66,6.63,7.65,193.42,20.85
-32.75,20.75,2023,292,21.29,8.22,14.75,22.38,7.73,52.66,0.14,89.54,5.77,6.4,192.98,7.44,6.98,192.53,21.5
-32.75,21.25,2023,292,21.75,7.86,14.81,23.61,7.54,52.06,0.17,90.41,5.16,5.54,179.53,6.79,5.42,178.78,23.05
-32.75,21.75,2023,292,22.98,8.58,15.78,25.05,7.66,51.09,0.24,93.11,4.25,5.33,166.26,6.1,6.33,165.51,24.66
-32.25,16.75,2023,292,17.59,16.63,17.11,17.53,11.68,93.97,0.02,101.44,4.4,6.69,196.67,5.19,7.91,196.46,0.75
-32.25,17.25,2023,292,17.6,16.13,16.86,17.08,11.32,91.18,0.04,101.42,3.6,5.21,188.65,4.77,6.99,188.37,1.31
-32.25,17.75,2023,292,18.55,15.36,16.96,17.88,10.82,83.08,0.06,101.19,3.54,3.51,185.16,5.06,5.69,185.18,4.55
-32.25,18.25,2023,292,20.59,14.13,17.36,20.27,10.12,70.05,0.07,100.22,4.09,3.35,191.73,5.76,5.47,192.23,10.89
-32.25,18.75,2023,292,23.15,12.1,17.63,23.45,9.09,56.12,0.03,97.61,4.62,5.25,203.53,6.24,6.95,203.78,19.2
-32.25,19.25,2023,292,22.69,11.05,16.87,22.94,8.78,55.45,0.01,95.14,4.69,5.21,203.01,6.45,5.84,203.46,20.68
-32.25,19.75,2023,292,23.27,9.99,16.63,23.62,8.37,51.04,0,93.63,5.1,5.92,198.99,6.87,6.88,199.4,21.27
-32.25,20.25,2023,292,22.73,8.4,15.57,23.43,7.77,48.44,0.03,91.02,5.72,6.27,194.02,7.51,7.26,197,21.28
-32.25,20.75,2023,292,21.24,6.63,13.93,22.55,7.13,48.69,0.08,87.99,6.14,5.91,192.09,7.97,6.15,197.54,21.32
-32.25,21.25,2023,292,21.33,5.9,13.62,23.36,6.84,48.31,0.15,87.92,5.61,5.25,198.72,7.41,4.66,198.22,22.38
-32.25,21.75,2023,292,22.41,6.22,14.32,24.53,6.86,46.76,0.17,89.66,4.83,4.83,192.39,6.55,4.84,191.74,23.24
-31.75,16.75,2023,292,17.61,16.8,17.2,17.47,11.82,94.88,0.02,101.45,4.3,4.74,207.77,5.2,5.38,207.56,0.77
-31.75,17.25,2023,292,17.83,16.21,17.02,17.2,11.4,90.52,0.02,101.41,3.45,3.92,200.53,4.59,5.13,200.37,2.02
-31.75,17.75,2023,292,19.15,15.06,17.11,18.46,10.66,79.78,0.03,101.06,3.55,3.24,193.21,5.01,4.85,193.41,6.38
-31.75,18.25,2023,292,21.62,13.24,17.43,21.54,9.63,64.11,0.04,100.04,4.38,3.82,191.3,6.13,5.3,191.91,13.55
-31.75,18.75,2023,292,24.58,10.76,17.67,25.5,8.33,49.06,0.02,97.87,4.91,5.75,193.88,6.63,6.96,194.16,21.09
-31.75,19.25,2023,292,24.58,9.1,16.84,25.34,7.72,44.49,0,95.01,5.56,6.76,191.8,7.44,7.86,192.13,20.8
-31.75,19.75,2023,292,23.82,7.75,15.79,24.73,7.29,43.46,0,92.21,5.93,6.9,187.46,7.81,8.03,187.44,21.04
-31.75,20.25,2023,292,22.9,6.51,14.71,24.19,6.93,43.64,0.01,89.89,6.16,6.2,185.02,8.06,7.04,187.72,21.41
-31.75,20.75,2023,292,22.25,5.41,13.83,24.02,6.59,43.81,0.02,88.41,6.2,5.18,187.39,8.13,5.31,192.99,21.82
-31.75,21.25,2023,292,22.09,4.7,13.39,24.3,6.35,43.78,0.06,88,5.73,4.89,196.19,7.61,4.11,195.72,22.48
-31.75,21.75,2023,292,21.79,4.42,13.11,23.95,6.25,43.51,0.06,87.68,5.32,4.96,198.84,6.88,4.63,198.19,22.21
-35.25,16.75,2023,293,16.83,14.58,15.7,17.39,10.19,86.48,1.45,101.88,12.79,1.9,137.5,14.75,2.26,136.75,1.12
-35.25,17.25,2023,293,17.03,14.9,15.96,17.4,10.42,87.17,1.41,101.83,12.59,2.3,135.61,14.57,2.8,134.88,0.99
-35.25,17.75,2023,293,17.22,15.18,16.2,17.46,10.63,87.72,1.8,101.8,12.35,2.75,133.3,14.31,3.35,132.62,0.82
-35.25,18.25,2023,293,17.38,15.43,16.41,17.56,10.8,88.22,2.65,101.77,12.07,3.14,131,14.01,3.79,130.38,0.69
-35.25,18.75,2023,293,17.49,15.63,16.56,17.65,10.93,88.75,2.9,101.75,11.72,3.39,129.38,13.61,4.04,128.78,0.69
-35.25,19.25,2023,293,17.51,15.85,16.68,17.58,11.07,89.88,3.8,101.73,11.21,3.43,129.62,13.06,4.02,128.98,0.68
-35.25,19.75,2023,293,17.6,16.08,16.84,17.63,11.25,90.66,4.59,101.69,10.51,3.43,130.66,12.35,3.99,129.99,0.9
-35.25,20.25,2023,293,17.81,16.35,17.08,17.75,11.45,91.05,5.24,101.67,9.91,3.61,131.18,11.7,4.09,130.5,0.98
-35.25,20.75,2023,293,18.13,16.64,17.39,17.97,11.65,90.95,5.78,101.66,9.5,3.83,130.18,11.18,4.18,129.53,0.87
-35.25,21.25,2023,293,18.53,16.92,17.73,18.37,11.87,90.25,6.29,101.64,9.14,3.56,127.03,10.73,3.79,126.41,0.92
-35.25,21.75,2023,293,18.85,17.02,17.93,18.61,11.94,89,6.25,101.62,8.93,3.52,122.66,10.55,3.6,122.08,1
-34.75,16.75,2023,293,17.07,15.27,16.17,17.32,10.68,89.03,1.89,101.75,12.61,2.88,138.19,14.64,3.5,137.43,0.85
-34.75,17.25,2023,293,17.18,15.53,16.35,17.26,10.87,89.94,1.94,101.71,12.37,3.34,135.69,14.41,4.07,134.99,0.66
-34.75,17.75,2023,293,17.16,15.66,16.41,17.02,10.97,90.82,2.86,101.67,11.98,3.73,133.25,14.09,4.45,132.61,0.5
-34.75,18.25,2023,293,17.08,15.71,16.4,16.74,11.01,91.52,4.49,101.55,11.37,4.06,130.98,13.56,4.64,130.32,0.57
-34.75,18.75,2023,293,17.17,15.81,16.49,16.88,11.11,91.62,5.02,101.21,10.47,4.25,128.62,12.57,4.66,127.88,1.23
-34.75,19.25,2023,293,17.28,15.99,16.64,17.03,11.25,92.08,9.53,100.92,9.26,4.12,128.25,11.36,4.45,127.4,2.2
-34.75,19.75,2023,293,17.61,16.26,16.94,17.55,11.47,91.85,10.67,100.82,8.49,4.03,129.43,10.55,4.18,128.48,2.97
-34.75,20.25,2023,293,17.98,16.58,17.28,18.02,11.69,91.58,10.77,100.96,8.14,4.12,130.33,10.07,4.16,129.41,2.78
-34.75,20.75,2023,293,18.29,16.89,17.59,18.31,11.89,91.49,10.86,101.21,8.07,4.29,129.76,9.82,4.34,128.97,1.88
-34.75,21.25,2023,293,18.53,17.13,17.83,18.58,12.08,91.47,10.73,101.29,7.96,4.14,127.16,9.68,4.25,126.47,1.57
-34.75,21.75,2023,293,18.68,17.2,17.94,18.74,12.13,91.02,10.31,101.3,7.91,4,123.98,9.53,4.36,123.37,1.4
-34.25,16.75,2023,293,17.15,15.82,16.48,17.22,11.07,91.84,1.5,101.63,12.02,4.63,138.81,13.99,5.64,138.09,0.62
-34.25,17.25,2023,293,17.03,15.89,16.46,16.96,11.13,92.96,1.73,101.59,11.49,5.57,136.13,13.46,6.75,135.48,0.53
-34.25,17.75,2023,293,16.82,15.74,16.28,16.41,11.03,93.24,2.39,101.51,10.46,6.14,133.87,12.59,7.2,133.12,0.97
-34.25,18.25,2023,293,16.74,15.48,16.11,16.03,10.89,92.28,3.5,101.1,8.96,6.19,131.38,11.24,6.97,130.34,2.29
-34.25,18.75,2023,293,17.18,15.47,16.32,16.78,11.02,90,4.71,99.86,7.47,5.74,127.28,9.43,6.49,125.84,4.82
-34.25,19.25,2023,293,17.13,15.37,16.25,17.19,11.09,89.88,10.93,98.5,6.15,5.44,126.98,7.9,5.88,125.37,6.2
-34.25,19.75,2023,293,17.49,15.64,16.57,17.91,11.29,89.47,12.64,98.45,5.76,5.25,130.28,7.34,5.69,128.66,7.08
-34.25,20.25,2023,293,17.94,15.94,16.94,18.7,11.46,88.67,13,98.79,5.81,5.34,134.08,7.22,5.74,132.65,6.97
-34.25,20.75,2023,293,18.3,16.14,17.22,19.33,11.58,87.91,13.55,99.08,5.93,5.61,137.41,7.21,5.91,136.23,6.14
-34.25,21.25,2023,293,18.51,16.4,17.46,19.58,11.78,88.19,14.25,99.36,5.82,5.64,141.41,7.09,6.26,140.28,5.7
-34.25,21.75,2023,293,18.51,16.54,17.53,19.53,11.85,88.81,13.29,99.52,5.74,5.41,141.61,6.92,6.33,141.16,5.31
-33.75,16.75,2023,293,17.12,16.09,16.6,17.28,11.25,93.52,0.85,101.52,10.7,7,139.03,12.38,8.55,138.41,0.58
-33.75,17.25,2023,293,16.74,15.85,16.29,16.67,11.1,94.36,0.94,101.49,9.45,8.77,135.57,11.11,10.59,134.87,0.72
-33.75,17.75,2023,293,16.52,15.43,15.97,16.12,10.83,93.27,0.94,101.35,7.75,9.44,130.19,9.56,11.37,128.88,1.96
-33.75,18.25,2023,293,16.79,14.94,15.86,16.22,10.57,89.34,1.07,100.72,5.86,8.55,124.81,7.77,10.51,122.81,4.7
-33.75,18.75,2023,293,17.87,14.53,16.2,17.61,10.5,82.31,2.15,99.04,4.24,6.56,125.78,5.71,8.66,124.19,8.82
-33.75,19.25,2023,293,17.17,13.78,15.47,17.4,10.38,82.49,5.7,95.62,3.64,6.11,148.91,4.61,7.43,144.51,9.91
-33.75,19.75,2023,293,17.02,13.73,15.37,17.59,10.44,83.19,6.92,94.5,3.69,5.98,156.82,4.49,7.39,155.24,10.5
-33.75,20.25,2023,293,17.44,13.74,15.59,18.55,10.45,81.86,8.41,94.59,4.04,6.06,163.66,4.8,7.28,164.4,11.13
-33.75,20.75,2023,293,18.11,13.76,15.94,19.88,10.45,79.46,10.38,95.12,4.35,6.32,173.04,5.07,6.94,173.66,11.72
-33.75,21.25,2023,293,18.37,14.33,16.35,20.39,10.74,80.44,10.69,95.7,4.3,6.73,178.06,4.95,7.34,178.31,11.52
-33.75,21.75,2023,293,18.47,14.49,16.48,20.18,10.79,80.64,9.87,96.02,4.15,6.5,182.94,4.84,7.31,183.54,11.7
-33.25,16.75,2023,293,17.08,16.08,16.58,17.36,11.28,93.69,0.52,101.45,8.43,8.95,141.46,9.64,10.89,140.96,0.65
-33.25,17.25,2023,293,16.55,15.72,16.14,16.53,11.02,94.7,0.55,101.43,6.6,10.36,144.28,7.81,12.53,143.59,0.75
-33.25,17.75,2023,293,16.52,15.16,15.84,16.3,10.66,91.95,0.57,101.23,5.01,9.38,146.58,6.41,11.7,145.59,2.72
-33.25,18.25,2023,293,17.19,14.4,15.8,17.05,10.24,84.83,0.53,100.5,3.85,6.42,144.28,5.37,8.71,141.68,6.66
-33.25,18.75,2023,293,18.27,13.45,15.86,18.23,9.83,75.78,0.55,98.73,2.74,4.24,137.38,3.89,6.19,129.28,10.79
-33.25,19.25,2023,293,17.06,11.44,14.25,16.97,9.17,72.73,1.89,93.53,2.63,5.04,189.85,3.38,6.75,185.53,11.41
-33.25,19.75,2023,293,17.21,11.25,14.23,17.35,9.17,71.97,2.2,92.09,2.91,6.07,204.96,3.67,8.07,204.88,11.99
-33.25,20.25,2023,293,17.88,10.68,14.28,18.76,8.92,68.72,3.47,91.74,3.64,6.06,212.47,4.56,7.7,214.62,13.29
-33.25,20.75,2023,293,18.61,9.76,14.18,20.46,8.51,64.21,5.21,91.66,4.43,5.46,219.07,5.43,6.12,221.41,15.05
-33.25,21.25,2023,293,19.38,10.76,15.07,21.6,8.97,65.69,4.51,92.78,4.46,6.5,208.34,5.26,6.72,211.28,15.95
-33.25,21.75,2023,293,19.62,12.28,15.95,21.69,9.61,68.86,4.2,94.05,4.5,6.93,199.59,5.31,7.35,201.21,16
-32.75,16.75,2023,293,17.09,15.94,16.51,17.29,11.2,92.87,0.46,101.4,5.75,9.2,150.91,6.54,10.9,150.74,0.48
-32.75,17.25,2023,293,16.59,15.64,16.11,16.59,10.97,93.98,0.55,101.39,4.35,7.81,168.71,5.16,9.31,168.41,0.47
-32.75,17.75,2023,293,16.69,15.06,15.87,16.7,10.59,90.54,0.6,101.18,3.51,5.51,191.02,4.51,6.9,187.98,2.55
-32.75,18.25,2023,293,17.4,14.04,15.72,17.68,10.03,82.2,0.53,100.23,3.08,3.49,201.74,4.21,4.67,194.69,6.97
-32.75,18.75,2023,293,18.02,12.44,15.23,18.44,9.28,73.12,0.29,97.77,2.62,2.76,187.06,3.53,3.03,179.72,12.02
-32.75,19.25,2023,293,16.98,10.26,13.62,17.09,8.45,68.47,0.33,93.34,2.67,4.32,230.41,3.51,5.14,229.57,12.47
-32.75,19.75,2023,293,18.33,9.56,13.94,18.66,8.17,61.8,0.56,92.84,2.96,5.4,244.4,3.95,7.08,245.29,13.07
-32.75,20.25,2023,293,19.12,7.98,13.55,20.13,7.56,55.01,1.15,91.54,3.86,5.52,247.6,5.11,6.79,248.64,14.27
-32.75,20.75,2023,293,19.09,5.83,12.47,20.91,6.76,50.01,1.91,89.18,4.97,5.16,245.48,6.41,5.09,247,16.05
-32.75,21.25,2023,293,20.66,6.1,13.38,22.86,6.96,48.69,2.22,89.99,5.17,5.8,230.41,6.45,5.63,233.38,17.86
-32.75,21.75,2023,293,21.84,9,15.42,24.18,8.08,53.26,2.14,92.68,5.04,6.99,209.61,6.12,7.43,212.42,18.23
-32.25,16.75,2023,293,17.09,15.82,16.45,17.21,11.11,92.11,0.33,101.39,4.35,6.54,193.23,4.91,7.62,193.19,0.32
-32.25,17.25,2023,293,16.74,15.46,16.1,16.79,10.84,92.08,0.42,101.39,3.68,4.21,217.29,4.2,4.9,217.21,0.4
-32.25,17.75,2023,293,16.83,14.87,15.85,17.07,10.46,88.68,0.47,101.18,3.39,3.35,244.86,4,3.83,242.2,2.02
-32.25,18.25,2023,293,17.43,13.73,15.58,18.16,9.86,80.96,0.44,100.19,3.22,4,265.51,3.97,4.29,260.49,6.12
-32.25,18.75,2023,293,18.18,11.46,14.82,19.49,8.76,69.66,0.21,97.51,2.94,4.18,264.03,3.77,3.8,264.59,12.97
-32.25,19.25,2023,293,18.39,9.44,13.92,19.52,7.88,61.96,0.11,94.97,3.06,5.24,269.68,4.01,5.23,270.34,14.51
-32.25,19.75,2023,293,19.63,7.67,13.65,20.8,7.17,52.1,0.06,93.39,3.28,5.34,266.56,4.31,5.9,267.71,14.8
-32.25,20.25,2023,293,19.98,5.53,12.75,21.28,6.43,44.84,0.19,90.71,4,5.68,257.69,5.18,6.03,258.99,15.17
-32.25,20.75,2023,293,19.67,3.44,11.56,21.23,5.8,41.24,0.57,87.6,5.05,6.36,248.16,6.43,5.93,249.35,16.25
-32.25,21.25,2023,293,21.15,2.87,12.01,23.2,5.68,38.72,1.25,87.48,5.71,6.42,245.03,7.14,5.94,246.88,17.91
-32.25,21.75,2023,293,22.62,4.85,13.73,24.79,6.41,41.02,1.23,89.19,5.45,7.21,238.73,6.68,7.6,241.28,19.13
-31.75,16.75,2023,293,17.1,15.65,16.38,17.22,10.99,91.08,0.18,101.4,4.3,3.55,234.78,4.81,4.24,234.55,0.37
-31.75,17.25,2023,293,16.85,15.29,16.07,16.93,10.74,90.52,0.2,101.38,3.9,3.44,255.22,4.38,4.1,255.23,0.51
-31.75,17.75,2023,293,17.09,14.56,15.82,17.5,10.28,85.99,0.27,101.05,3.69,4.37,275.16,4.31,4.88,275.87,2.9
-31.75,18.25,2023,293,17.89,13.18,15.54,19.04,9.55,77.09,0.34,100.01,3.54,5.21,292.59,4.36,5.34,294.08,7.99
-31.75,18.75,2023,293,18.95,10.87,14.91,21,8.42,65.69,0.16,97.8,3.26,5.51,295.31,4.1,5.29,296.62,14.62
-31.75,19.25,2023,293,19.4,8.17,13.79,21.17,7.25,54.41,0.04,94.84,3.44,6.14,279.51,4.35,5.97,280.55,15.93
-31.75,19.75,2023,293,20.09,5.64,12.87,21.58,6.3,44.17,0.01,91.94,3.7,6.47,266.15,4.64,6.55,267.36,15.95
-31.75,20.25,2023,293,20.82,3.61,12.21,22.23,5.63,37.13,0.03,89.54,4.28,6.92,251.45,5.33,7.15,252.82,15.98
-31.75,20.75,2023,293,21.57,2.38,11.98,23.15,5.29,33.89,0.12,87.99,5.1,7.53,239.92,6.31,7.77,241.29,16.7
-31.75,21.25,2023,293,22.57,2.19,12.38,24.41,5.34,33.47,0.39,87.55,5.75,7.93,244.38,7.04,8.25,245.69,18.17
-31.75,21.75,2023,293,22.92,2.91,12.91,24.63,5.68,35.44,0.48,87.2,5.82,8.32,247.75,7.16,8.96,248.94,19.02
-35.25,16.75,2023,294,16.55,12.37,14.46,17.41,8.79,76.22,0.03,102.27,12.89,2.12,122.61,14.82,2.4,121.99,0.98
-35.25,17.25,2023,294,16.59,12.52,14.56,17.42,8.87,76.77,0.03,102.25,13.07,2.04,122.16,15.04,2.45,121.56,0.92
-35.25,17.75,2023,294,16.62,12.68,14.65,17.45,8.96,77.41,0.08,102.23,13.22,2.1,121.35,15.22,2.58,120.77,0.87
-35.25,18.25,2023,294,16.62,12.83,14.72,17.5,9.06,78.23,0.24,102.21,13.3,2.24,120.36,15.3,2.72,119.8,0.84
-35.25,18.75,2023,294,16.56,12.98,14.77,17.52,9.16,79.28,0.55,102.21,13.2,2.29,119.53,15.16,2.78,119,0.91
-35.25,19.25,2023,294,16.49,13.09,14.79,17.46,9.23,80.18,0.85,102.2,12.97,2.41,119.51,14.89,2.84,118.95,1
-35.25,19.75,2023,294,16.47,13.21,14.84,17.42,9.3,80.93,1.36,102.18,12.53,2.52,120.32,14.44,2.96,119.8,0.94
-35.25,20.25,2023,294,16.56,13.38,14.97,17.52,9.41,81.39,1.72,102.18,12.33,2.63,121.49,14.17,3.11,120.94,1.01
-35.25,20.75,2023,294,16.76,13.62,15.19,17.81,9.56,81.6,1.96,102.18,12.36,2.77,122.54,14.1,3.29,121.91,1.21
-35.25,21.25,2023,294,17.02,13.9,15.46,18.24,9.74,81.75,2.49,102.18,12.19,2.96,123.09,13.85,3.57,122.44,1.36
-35.25,21.75,2023,294,17.14,14.02,15.58,18.35,9.81,81.75,2.54,102.17,11.94,3.35,123.49,13.55,3.92,122.86,1.61
-34.75,16.75,2023,294,16.77,13.06,14.92,17.31,9.21,78.64,0.07,102.16,13.3,1.94,125.96,15.4,2.24,125.31,0.9
-34.75,17.25,2023,294,16.75,13.23,14.99,17.26,9.3,79.57,0.08,102.13,13.53,1.69,125.41,15.7,2.11,124.77,0.79
-34.75,17.75,2023,294,16.6,13.32,14.96,16.93,9.35,80.84,0.26,102.1,13.6,1.78,124.57,15.84,2.19,123.96,0.75
-34.75,18.25,2023,294,16.34,13.35,14.85,16.47,9.39,82.39,0.96,101.99,13.41,2.15,123.25,15.7,2.43,122.64,0.82
-34.75,18.75,2023,294,16.15,13.4,14.78,16.36,9.46,83.69,2.65,101.64,12.89,2.58,121.12,15.13,2.9,120.47,0.95
-34.75,19.25,2023,294,15.94,13.44,14.69,16.15,9.51,85.11,7.67,101.37,11.88,3.04,119.92,14.15,3.29,119.22,1.52
-34.75,19.75,2023,294,15.98,13.59,14.78,16.24,9.61,85.68,9.05,101.29,11.24,3.33,120.45,13.55,3.51,119.82,1.56
-34.75,20.25,2023,294,16.35,13.86,15.1,16.73,9.78,85.2,9.55,101.45,11.32,3.33,121.25,13.49,3.49,120.66,1.49
-34.75,20.75,2023,294,16.86,14.21,15.54,17.41,9.99,84.31,10.09,101.72,11.83,3.2,121.7,13.76,3.4,121.08,1.54
-34.75,21.25,2023,294,17.1,14.48,15.8,17.84,10.13,84.44,9.7,101.81,11.91,3.42,122,13.75,3.72,121.41,1.71
-34.75,21.75,2023,294,17.28,14.55,15.91,17.97,10.18,83.89,10.18,101.84,11.51,3.57,122.28,13.29,3.89,121.61,1.76
-34.25,16.75,2023,294,16.85,13.73,15.29,17.12,9.62,81.73,0.09,102.04,13.63,1.99,130.39,15.88,2.39,129.69,0.79
-34.25,17.25,2023,294,16.67,13.82,15.25,16.81,9.68,83.16,0.1,102.01,13.74,1.75,130.68,16.09,2.2,129.98,0.72
-34.25,17.75,2023,294,16.34,13.77,15.05,16.11,9.66,84.61,0.34,101.92,13.27,2.09,130.31,15.75,2.47,129.57,0.85
-34.25,18.25,2023,294,15.96,13.59,14.78,15.38,9.59,85.8,1.48,101.5,12.29,2.88,128.2,14.88,3.03,127.34,1.36
-34.25,18.75,2023,294,15.71,13.46,14.58,15.51,9.61,86.5,4.65,100.25,11.23,3.64,123.38,13.73,3.52,122.31,2.39
-34.25,19.25,2023,294,14.95,13.16,14.05,14.97,9.56,89.1,15.32,98.91,9.73,4.03,120.7,12.04,3.95,119.56,2.88
-34.25,19.75,2023,294,14.95,13.3,14.12,15.07,9.66,89.88,19.23,98.88,9.21,4.46,121.34,11.53,4.42,120.26,3.18
-34.25,20.25,2023,294,15.41,13.59,14.5,15.68,9.82,88.99,21.5,99.24,9.47,4.7,122.34,11.67,4.6,121.34,3.34
-34.25,20.75,2023,294,15.98,13.89,14.93,16.47,9.99,87.51,23.72,99.54,10.03,4.82,122.62,12,4.63,121.66,3.48
-34.25,21.25,2023,294,16.29,14.19,15.24,16.95,10.13,87.44,23.91,99.84,10.18,5.26,122.97,12.11,5.02,122.06,3.81
-34.25,21.75,2023,294,16.48,14.31,15.4,17.07,10.21,87.06,23.17,100.01,9.77,5.19,123.84,11.69,5.14,122.84,3.7
-33.75,16.75,2023,294,16.87,14.29,15.58,17.05,10,84.64,0.06,101.91,13.9,2.94,136.21,16.24,3.64,135.43,0.74
-33.75,17.25,2023,294,16.5,14.19,15.34,16.32,9.94,86.08,0.08,101.87,13.58,2.99,137.78,15.99,3.69,136.99,0.68
-33.75,17.75,2023,294,16.24,13.99,15.12,15.62,9.83,86.43,0.22,101.71,12.32,3.45,137.84,14.89,3.91,136.87,1.37
-33.75,18.25,2023,294,16.26,13.77,15.01,15.44,9.75,85.32,1.1,101.04,10.47,4.15,134.22,13.23,4.08,132.89,3.06
