LAT,LON,YEAR,DOY,T2M,T2MDEW,T2MWET,TS,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_RANGE,WD10M,WS50M,WS50M_RANGE,WD50M,T2M_RANGE
-32.25,18.25,2023,93,16.96,13.99,15.48,17.27,9.96,83.97,0.13,100.57,3.99,2.99,205.71,5.69,3.75,204.84,5.47
-32.25,18.75,2023,93,17.76,12.45,15.1,19.33,9.28,74.59,0.15,97.84,3.48,4.29,212.94,4.7,3.84,211.44,11.07
-32.25,19.25,2023,93,17.62,10.87,14.24,19.46,8.64,69.52,0.14,95.24,3.39,4.53,231.34,4.55,4.49,230.14,11.9
-32.25,19.75,2023,93,17.47,9.61,13.54,19.5,8.08,65.4,0.16,93.66,3.25,4.05,233.24,4.41,4.41,232.62,12.19
-32.25,20.25,2023,93,16.36,7.9,12.12,18.61,7.43,63.22,0.21,90.95,3.71,3.79,226.3,4.95,4,225.98,12.3
-32.25,20.75,2023,93,14.87,6.04,10.46,17.35,6.81,62.35,0.25,87.77,4.54,3.88,216.51,5.89,3.79,216.36,12.84
-32.25,21.25,2023,93,15.19,5.51,10.35,17.7,6.56,60.5,0.15,87.65,4.61,3.68,208.19,6.02,4.47,208.91,14.71
-32.25,21.75,2023,93,16.18,6.79,11.49,18.58,6.98,59.65,0.1,89.43,4.36,4.7,204.06,5.86,5.38,205.26,14.6
-31.75,16.75,2023,93,17.7,15.88,16.79,17.36,11.07,88.94,0.03,101.84,4.1,2.75,185.65,5.3,3.24,185.54,0.51
-31.75,17.25,2023,93,17.1,15.72,16.41,16.62,10.96,91.51,0.02,101.81,3.98,2.75,188.21,5.51,3.25,188.14,0.67
-31.75,17.75,2023,93,16.8,15.09,15.95,16.63,10.58,90.04,0.05,101.45,4.03,2.81,195.21,5.72,3.32,194.89,2.48
-31.75,18.25,2023,93,17.11,14,15.56,17.8,9.99,83.6,0.11,100.38,4.04,3.32,206.55,5.59,3.68,205.68,6.28
-31.75,18.75,2023,93,18.19,12.52,15.35,19.96,9.31,73.38,0.12,98.12,3.62,4.73,219.88,4.76,4.56,218.41,11.27
-31.75,19.25,2023,93,17.72,10.92,14.32,19.71,8.67,69.12,0.12,95.13,3.54,5.03,231.48,4.65,5.2,230.31,11.9
-31.75,19.75,2023,93,16.76,8.97,12.87,18.96,7.87,65.42,0.16,92.21,3.76,4.87,230.83,4.91,4.76,230.11,12.27
-31.75,20.25,2023,93,15.95,6.98,11.47,18.36,7.09,61.61,0.2,89.77,4.22,4.7,223.39,5.53,4.49,222.84,13.02
-31.75,20.75,2023,93,15.61,5.36,10.49,18.17,6.49,58.1,0.18,88.18,4.65,4.6,214.79,6.15,4.87,214.22,14.37
-31.75,21.25,2023,93,15.78,4.56,10.17,18.31,6.2,56.38,0.07,87.71,4.48,4.29,210.81,6.09,5.62,210.75,16.06
-31.75,21.75,2023,93,15.6,4.92,10.26,18.02,6.32,56.95,0.05,87.37,4.38,4.36,204.51,6.01,5.8,205.25,16.56
-35.25,16.75,2023,94,18.37,13.42,15.9,20.01,9.44,72.79,0,101.96,2.54,3.08,215.65,2.64,3.33,215.77,1.12
-35.25,17.25,2023,94,18.43,13.4,15.91,19.94,9.42,72.44,0,101.95,2.49,3.2,207.38,2.58,3.46,207.56,1.01
-35.25,17.75,2023,94,18.49,13.47,15.98,19.84,9.47,72.48,0,101.95,2.34,3.34,203.16,2.43,3.6,203.46,0.83
-35.25,18.25,2023,94,18.56,13.68,16.12,19.7,9.61,73.17,0.01,101.94,2.11,3.41,203.64,2.2,3.68,204.08,0.67
-35.25,18.75,2023,94,18.63,13.91,16.27,19.55,9.74,73.97,0.03,101.93,1.92,3.34,206.34,2,3.58,206.78,0.78
-35.25,19.25,2023,94,18.81,14.16,16.48,19.62,9.91,74.32,0.06,101.93,1.99,2.79,231.77,2.07,2.97,232.18,0.91
-35.25,19.75,2023,94,18.88,14.39,16.63,19.79,10.04,75.16,0.07,101.91,2.03,2.19,237.82,2.16,2.43,238.21,1.76
-35.25,20.25,2023,94,19,14.58,16.79,19.95,10.17,75.56,0.08,101.91,2.14,2.2,237.36,2.28,2.46,237.64,1.87
-35.25,20.75,2023,94,19.16,14.79,16.98,19.96,10.33,75.76,0.1,101.93,2.36,2.81,237.21,2.47,3.03,237.3,1.17
-35.25,21.25,2023,94,19.15,15.08,17.12,19.6,10.5,77.19,0.09,101.94,2.59,3.26,238.16,2.76,3.54,238.12,1.05
-35.25,21.75,2023,94,19.02,15.56,17.29,19.51,10.84,80.31,0.1,101.94,2.75,3.6,243.03,3.08,4.07,243.08,0.81
-34.75,16.75,2023,94,18.56,13.94,16.25,19.97,9.77,74.45,0,101.95,2.89,4.24,180.37,3.01,4.62,180.09,0.83
-34.75,17.25,2023,94,18.65,14.09,16.37,19.84,9.86,74.7,0,101.94,2.9,4.57,172.59,3.03,5,172.44,0.65
-34.75,17.75,2023,94,18.61,14.23,16.42,19.58,9.96,75.59,0,101.93,2.72,4.94,168.4,2.89,5.47,168.34,0.59
-34.75,18.25,2023,94,18.46,14.36,16.41,19.2,10.05,77.01,0.01,101.83,2.4,5.1,167,2.64,5.79,166.8,0.93
-34.75,18.75,2023,94,18.29,14.21,16.25,18.78,9.98,77.28,0.01,101.49,2.08,4.68,163.12,2.38,5.49,162.38,2.17
-34.75,19.25,2023,94,18.3,14.06,16.18,18.86,9.91,77.06,0.05,101.21,2.09,3.53,186.15,2.42,4.51,185.18,4.08
-34.75,19.75,2023,94,18.26,13.88,16.07,19.08,9.81,77.13,0.07,101.13,2.11,3.01,204.32,2.58,4.3,203.68,6.51
-34.75,20.25,2023,94,18.49,14.03,16.26,19.62,9.91,76.73,0.12,101.28,2.32,3.12,217.48,2.75,4.22,217.48,6.32
-34.75,20.75,2023,94,18.91,14.5,16.7,20.21,10.19,76.29,0.19,101.57,2.68,3.63,223.56,2.93,4.17,224.1,3.86
-34.75,21.25,2023,94,19.02,14.93,16.98,20.2,10.44,77.47,0.2,101.67,2.94,4.05,218.56,3.25,4.55,219,3.02
-34.75,21.75,2023,94,18.74,15.24,16.99,19.44,10.66,80.49,0.18,101.72,2.83,3.74,216.24,3.28,4.28,217.05,2.53
-34.25,16.75,2023,94,18.87,14.62,16.74,19.93,10.22,76.27,0,101.93,3.58,5.1,160.32,3.78,5.65,159.88,0.47
-34.25,17.25,2023,94,18.81,14.78,16.8,19.55,10.32,77.37,0,101.92,3.48,5.7,157.48,3.75,6.37,157.36,0.47
-34.25,17.75,2023,94,18.43,14.74,16.58,18.81,10.3,79.13,0,101.86,3.25,5.93,154.72,3.71,6.97,154.52,1.2
-34.25,18.25,2023,94,17.9,14.29,16.09,18.04,10.07,80.06,0.01,101.47,2.89,5.51,149.84,3.58,7.08,148.88,3.28
-34.25,18.75,2023,94,17.68,13.1,15.39,18.05,9.46,76.78,0.01,100.23,2.43,4.39,139.69,3.18,6.36,137.28,7.5
-34.25,19.25,2023,94,17.46,11.9,14.68,18.12,8.9,74.43,0.03,98.86,2.03,3.33,124.54,2.72,5.36,119.66,11.25
-34.25,19.75,2023,94,17.67,11.49,14.58,18.55,8.67,72.89,0.05,98.81,1.96,3.14,129.62,2.74,5.51,125.19,13.43
-34.25,20.25,2023,94,18.06,11.71,14.89,19.38,8.78,72.09,0.08,99.17,2.16,3.47,146.38,2.88,5.62,143.59,13.16
-34.25,20.75,2023,94,18.45,12.28,15.36,20.3,9.09,71.99,0.15,99.48,2.44,3.97,173.27,3.01,5.44,171.61,11.36
-34.25,21.25,2023,94,18.71,12.74,15.73,20.67,9.31,72.56,0.22,99.79,2.55,4.23,215.72,3.2,5.72,213.06,10.77
-34.25,21.75,2023,94,18.66,13.11,15.89,20.22,9.53,73.59,0.18,99.98,2.52,3.69,215.12,3.12,5.04,216.36,9.04
-33.75,16.75,2023,94,18.96,15.19,17.08,19.72,10.61,78.66,0.01,101.9,4.08,5.74,154.78,4.41,6.44,154.62,0.45
-33.75,17.25,2023,94,18.51,15.26,16.89,18.83,10.65,81.37,0.01,101.9,3.89,6.4,155.89,4.45,7.28,155.99,0.7
-33.75,17.75,2023,94,17.86,14.82,16.34,17.83,10.38,82.67,0.01,101.76,3.66,6.27,157.32,4.55,7.68,157.01,2.33
-33.75,18.25,2023,94,17.49,13.6,15.54,17.43,9.7,79.71,0.01,101.14,3.28,5.24,155.98,4.42,7.37,154.99,6.21
-33.75,18.75,2023,94,18.09,11.47,14.78,18.62,8.58,69.69,0,99.44,2.52,3.78,148.5,3.54,6.21,147.97,12.83
-33.75,19.25,2023,94,17.34,9.15,13.25,18.15,7.67,66.06,0.01,96,1.91,2.71,125.35,2.71,4.81,122.29,15.84
-33.75,19.75,2023,94,17.04,8.71,12.88,18.06,7.52,65.79,0.01,94.9,1.8,2.68,95.21,2.65,4.76,90.86,16.35
-33.75,20.25,2023,94,17.31,8.82,13.07,18.67,7.58,65.17,0.04,95,1.9,2.79,84.28,2.76,4.91,80.08,16.28
-33.75,20.75,2023,94,17.86,9.02,13.44,19.56,7.66,63.88,0.09,95.55,1.99,2.81,102.32,2.74,4.77,98.79,16.35
-33.75,21.25,2023,94,18.04,9.68,13.86,19.64,7.9,65.03,0.15,96.15,1.92,3.18,142.62,2.6,4.52,138.34,16.08
-33.75,21.75,2023,94,18.02,10.16,14.09,19.47,8.15,65.91,0.17,96.52,1.88,3.11,190.45,2.54,4.46,191.47,14.32
-33.25,16.75,2023,94,18.7,15.65,17.17,19.23,10.93,82.36,0.01,101.88,4.62,5.8,153.22,5.07,6.65,153.26,0.58
-33.25,17.25,2023,94,17.88,15.49,16.69,17.94,10.81,85.89,0.01,101.87,4.44,6.21,156.73,5.26,7.21,156.81,0.94
-33.25,17.75,2023,94,17.43,14.59,16.01,17.34,10.25,84.36,0.01,101.67,4.1,6.08,160.68,5.26,7.53,159.93,3.63
-33.25,18.25,2023,94,17.77,12.84,15.31,17.99,9.25,76.06,0.01,100.94,3.46,5.18,161.52,4.72,7.21,160.38,9
-33.25,18.75,2023,94,19.02,10.52,14.77,19.77,8.06,63.19,0,99.14,2.38,3.44,154.59,3.33,5.52,156.75,15.45
-33.25,19.25,2023,94,17.37,7.7,12.53,18.3,7.1,60.31,0.01,93.93,1.96,2.7,118.77,2.78,4.51,120.12,16.49
-33.25,19.75,2023,94,16.72,7.17,11.95,17.9,6.96,60.85,0.01,92.51,1.9,2.77,110.41,2.92,4.98,106.08,16.6
-33.25,20.25,2023,94,16.9,6.6,11.75,18.39,6.76,58.94,0.03,92.18,2.02,2.75,98.54,3.17,5.22,92.64,16.96
-33.25,20.75,2023,94,17.42,5.9,11.66,19.07,6.5,55.42,0.07,92.12,2.15,2.49,77.76,3.15,4.54,75.04,17.11
-33.25,21.25,2023,94,17.49,7.29,12.39,18.68,6.99,57.84,0.11,93.29,2.13,2.52,68.28,2.68,3.29,65.72,14.93
-33.25,21.75,2023,94,17.91,8.15,13.03,19.19,7.28,59.17,0.16,94.59,1.84,2.6,118.23,2.5,3.72,117.99,14.72
-32.75,16.75,2023,94,18.35,15.94,17.14,18.72,11.13,85.78,0.01,101.85,5.37,5.08,152.66,5.94,5.9,152.71,0.62
-32.75,17.25,2023,94,17.36,15.53,16.44,17.38,10.83,88.95,0.01,101.84,5.29,5.51,156.96,6.22,6.6,157.01,1.09
-32.75,17.75,2023,94,17.17,14.26,15.71,17.07,10.03,84.52,0.01,101.6,4.65,5.99,160.36,5.89,7.61,159.29,4.5
-32.75,18.25,2023,94,18.02,12.17,15.09,18.24,8.87,72.6,0,100.64,3.51,5.7,156.79,4.81,7.77,154.69,10.77
-32.75,18.75,2023,94,19.23,9.73,14.48,20.17,7.72,60.38,0,98.17,2.33,3.21,136.59,3.36,4.86,136.97,17.01
-32.75,19.25,2023,94,17.72,7.42,12.57,18.88,6.96,57.7,0,93.72,2.09,2.73,103.29,3.05,4.41,103.39,16.82
-32.75,19.75,2023,94,17.98,6.71,12.34,19.41,6.68,54.86,0,93.27,2.08,2.71,125.42,3.23,5.28,117.8,16.99
-32.75,20.25,2023,94,17.83,5.2,11.52,19.57,6.2,51.67,0.02,91.98,2.22,3.07,130.49,3.58,6.26,119.85,17.6
-32.75,20.75,2023,94,16.9,3.44,10.18,18.79,5.68,49.86,0.05,89.62,2.39,3.22,100.63,3.68,6.03,94.05,17.53
-32.75,21.25,2023,94,16.64,4.88,10.76,18.16,6.16,53.03,0.09,90.51,2.43,2.02,72.53,3.07,3.22,69.75,14.42
-32.75,21.75,2023,94,17.9,6.39,12.14,19.46,6.63,53.98,0.12,93.28,1.98,2.29,82.61,2.72,3.72,79.78,14.66
-32.25,16.75,2023,94,17.91,15.97,16.94,18.09,11.13,88.33,0,101.82,6.07,4.35,152.28,6.84,5.11,152.29,0.64
-32.25,17.25,2023,94,16.95,15.41,16.18,16.94,10.74,90.51,0,101.8,6.04,5.19,156.24,7.03,6.43,156.26,1.2
-32.25,17.75,2023,94,16.88,14.06,15.47,16.75,9.92,84.9,0,101.56,5.18,6.23,157.59,6.42,8.22,156.62,4.24
-32.25,18.25,2023,94,17.97,11.86,14.91,18.07,8.73,71.56,0,100.54,3.63,6.29,148.71,5.02,8.73,146.28,10.17
-32.25,18.75,2023,94,19.62,9.04,14.33,20.53,7.42,57.44,0,97.85,2.36,3.33,117.19,3.59,5,114.91,17.75
-32.25,19.25,2023,94,19.23,7.42,13.33,20.4,6.83,53.16,0,95.32,2.23,3.06,103.71,3.32,4.63,102.11,17.73
-32.25,19.75,2023,94,19.18,6.12,12.65,20.6,6.37,49.52,0,93.81,2.23,3.33,106.81,3.38,5.26,102.71,17.74
-32.25,20.25,2023,94,18.2,4.16,11.18,19.96,5.8,47.7,0.01,91.14,2.37,3.84,106.01,3.65,6.13,100.32,17.96
-32.25,20.75,2023,94,16.52,2.32,9.42,18.6,5.32,48.19,0.02,88.01,2.56,3.9,94.86,3.88,6.17,90.22,17.73
-32.25,21.25,2023,94,15.86,3.08,9.47,17.98,5.62,50.84,0.05,87.96,2.65,2.46,80.91,3.63,4.06,79.34,15.6
-32.25,21.75,2023,94,16.65,4.04,10.34,18.6,5.88,50.87,0.06,89.76,2.36,2.49,93.31,3.23,3.86,90.19,15.13
-31.75,16.75,2023,94,17.44,15.85,16.64,17.49,11.07,90.28,0,101.78,6.64,3.83,152.44,7.56,4.58,152.38,0.67
-31.75,17.25,2023,94,16.71,15.26,15.99,16.69,10.67,91.05,0,101.74,6.38,4.79,154.45,7.39,6.05,154.31,1.34
-31.75,17.75,2023,94,16.9,13.82,15.35,16.92,9.83,84.12,0,101.38,5.27,5.52,151.7,6.45,7.45,150.75,4.93
-31.75,18.25,2023,94,18.28,11.42,14.85,18.6,8.55,69.54,0,100.32,3.58,5.26,139.26,4.9,7.55,136.99,11.52
-31.75,18.75,2023,94,20.46,8.4,14.43,21.38,7.11,53.94,0,98.09,2.34,3.18,110.44,3.58,4.79,107.44,18.83
-31.75,19.25,2023,94,19.92,6.62,13.27,20.9,6.5,49.54,0,95.17,2.51,4.01,91.81,3.75,5.68,90.29,18.65
-31.75,19.75,2023,94,18.86,4.96,11.91,19.95,6,47.82,0,92.33,2.6,4.44,76.88,3.8,5.9,76.72,18.52
-31.75,20.25,2023,94,17.87,3.29,10.58,19.39,5.54,46.83,0,89.97,2.73,4.48,67.96,3.92,5.7,68.71,18.45
-31.75,20.75,2023,94,17.17,2.05,9.61,19.31,5.21,46.28,0.01,88.43,2.86,4.18,68.39,4.09,5.38,69.34,18.19
-31.75,21.25,2023,94,16.64,2.29,9.47,19.05,5.31,47.5,0.01,88.01,2.86,3.68,82.59,4.07,5.27,82.81,17.28
-31.75,21.75,2023,94,16.25,2.47,9.35,18.54,5.36,48.28,0.02,87.7,2.78,3.66,91.87,3.89,5.22,91.41,16.58
-35.25,16.75,2023,95,19.08,15.63,17.35,20.19,10.94,80.32,0,101.64,4.53,2.47,144.48,4.83,2.74,144.1,0.42
-35.25,17.25,2023,95,19.18,15.7,17.44,20.07,11.01,80.28,0,101.62,4.74,2.44,136.19,5.07,2.76,135.81,0.52
-35.25,17.75,2023,95,19.21,16,17.6,19.94,11.24,81.74,0,101.61,4.95,2.4,127.5,5.34,2.77,127.1,0.66
-35.25,18.25,2023,95,19.19,16.48,17.84,19.82,11.61,84.43,0,101.6,5.12,2.45,118.23,5.59,2.89,117.8,0.83
-35.25,18.75,2023,95,19.24,16.87,18.05,19.76,11.9,86.28,0,101.6,5.16,2.75,107.41,5.69,3.27,107,1.09
-35.25,19.25,2023,95,19.35,17.11,18.23,19.83,12.07,86.93,0.01,101.6,5.19,3.4,96.21,5.78,4,95.72,1.62
-35.25,19.75,2023,95,19.43,17.16,18.29,19.97,12.1,86.81,0.02,101.59,4.93,3.77,87.28,5.58,4.32,86.76,2.24
-35.25,20.25,2023,95,19.53,17.26,18.39,20.12,12.16,86.75,0.02,101.6,4.86,4.27,80.5,5.5,4.83,80.01,2.27
-35.25,20.75,2023,95,19.64,17.41,18.52,20.18,12.27,86.92,0.01,101.64,4.99,4.94,75.27,5.63,5.74,74.87,1.91
-35.25,21.25,2023,95,19.65,17.42,18.54,19.97,12.3,86.88,0,101.66,4.87,5.45,70.47,5.71,6.86,70.22,2.17
-35.25,21.75,2023,95,20.07,17.53,18.8,20.17,12.37,85.28,0.01,101.68,4.54,5.58,75.39,5.62,7.69,69.44,2.63
-34.75,16.75,2023,95,19.27,15.99,17.63,20.08,11.2,81.26,0,101.6,5.66,2.12,144.07,6.12,2.45,143.7,0.47
-34.75,17.25,2023,95,19.29,16.34,17.82,19.89,11.49,83.06,0,101.58,5.91,1.92,139.08,6.44,2.29,138.72,0.57
-34.75,17.75,2023,95,19.2,16.76,17.98,19.62,11.8,85.8,0,101.56,6.01,1.99,133.38,6.68,2.55,132.95,0.69
-34.75,18.25,2023,95,19.09,16.94,18.01,19.34,11.95,87.59,0,101.45,5.79,2.48,126,6.64,3.32,125.36,1.31
-34.75,18.75,2023,95,19.15,16.44,17.8,19.22,11.66,85.09,0.01,101.11,5.07,3.42,114.62,6.04,4.46,113.66,3.39
-34.75,19.25,2023,95,19.45,15.86,17.65,19.44,11.29,82.57,0.05,100.84,4.67,3.71,102.5,5.72,4.86,102.66,7.79
-34.75,19.75,2023,95,19.53,15.63,17.58,19.76,11.15,81.47,0.06,100.77,4.27,3.8,91.24,5.36,4.85,90.29,9.6
-34.75,20.25,2023,95,19.71,15.86,17.79,20.19,11.3,81.22,0.06,100.95,4.41,3.91,84.1,5.39,4.72,82.58,8.27
-34.75,20.75,2023,95,19.99,16.37,18.18,20.55,11.63,81.52,0.05,101.23,4.95,4.33,80.74,5.78,5,79.81,5.54
-34.75,21.25,2023,95,20.02,16.65,18.33,20.43,11.75,82.34,0.03,101.35,5.12,5.45,77.22,6,6.43,76.53,5.45
-34.75,21.75,2023,95,19.8,16.71,18.26,19.9,11.8,83.42,0.02,101.42,4.58,5.44,76.99,5.62,7.2,76.21,4.47
-34.25,16.75,2023,95,19.41,16.48,17.95,20.01,11.57,83.12,0,101.55,6.53,2.1,146.93,7.13,2.5,146.55,0.6
-34.25,17.25,2023,95,19.26,16.89,18.08,19.62,11.88,86.13,0,101.53,6.65,2.3,145.12,7.44,2.88,144.84,0.65
-34.25,17.75,2023,95,19.01,16.69,17.85,19,11.77,86.81,0,101.45,6.09,3.25,142.9,7.19,4.37,142.38,1.81
-34.25,18.25,2023,95,18.97,15.56,17.26,18.59,11.07,82.72,0.01,101.05,4.92,4.27,139.82,6.31,6.1,139.02,4.96
-34.25,18.75,2023,95,19.68,13.55,16.61,19.3,9.92,72.59,0.01,99.84,3.91,3.56,134.84,5.32,5.61,134.72,10.78
-34.25,19.25,2023,95,20.02,11.94,15.97,19.76,9.06,67.49,0.05,98.5,3.26,3.01,121.77,4.55,4.48,128.62,17.15
-34.25,19.75,2023,95,20.36,11.63,15.99,20.38,8.89,65.62,0.06,98.47,3.01,3.11,112.93,4.26,4.46,115.86,19.02
-34.25,20.25,2023,95,20.7,11.85,16.27,21.08,9.02,64.98,0.06,98.83,3.17,3.33,101.54,4.35,4.61,104.16,17.8
-34.25,20.75,2023,95,20.98,12.19,16.58,21.64,9.23,64.92,0.05,99.15,3.54,3.68,84.92,4.62,5.02,95.42,15.68
-34.25,21.25,2023,95,21.08,12.62,16.85,21.7,9.4,66.09,0.03,99.46,3.71,4.65,64.47,4.82,6.77,85.72,15.65
-34.25,21.75,2023,95,20.66,13.13,16.89,21.11,9.72,68.42,0.02,99.67,3.49,4.45,64.09,4.47,6.38,66.37,12.99
-33.75,16.75,2023,95,19.43,16.93,18.19,19.8,11.92,85.41,0,101.5,7.04,2.5,150.43,7.84,2.9,150.1,0.7
-33.75,17.25,2023,95,18.94,17,17.97,18.92,11.98,88.55,0,101.48,6.72,3.62,151.12,7.89,4.33,150.93,0.83
-33.75,17.75,2023,95,18.74,15.76,17.25,18.24,11.18,84.28,0,101.33,5.54,4.86,153.11,7.11,6.48,152.65,3.42
-33.75,18.25,2023,95,19.44,13.16,16.3,18.57,9.6,71.26,0,100.71,3.95,5.03,155.03,5.74,7.69,154.6,9.21
-33.75,18.75,2023,95,21.55,10.13,15.84,20.87,7.97,54.69,0.01,99.06,3.29,2.34,153.03,4.91,4.95,154.75,17.39
-33.75,19.25,2023,95,20.93,7.99,14.45,20.39,7.14,50.56,0.01,95.7,2.87,2.45,143.68,4.03,3.56,156.65,19.96
-33.75,19.75,2023,95,20.54,7.7,14.12,20.12,7.06,50.66,0.01,94.64,2.85,2.82,143.46,3.98,3.8,150.52,20.47
-33.75,20.25,2023,95,20.82,7.71,14.26,20.71,7.07,50.19,0.01,94.75,2.83,3.09,135.45,3.99,4.35,139.8,20.75
-33.75,20.75,2023,95,21.49,7.55,14.52,21.77,6.97,48.51,0.01,95.28,2.68,3.36,106.58,3.78,4.89,120.7,21.43
-33.75,21.25,2023,95,21.66,7.81,14.73,21.87,7.02,49.03,0.01,95.88,2.56,4.18,47.66,3.58,6.1,82.25,21.93
-33.75,21.75,2023,95,21.15,8.45,14.8,21.34,7.34,51.53,0,96.26,2.65,3.66,75.16,3.68,5.09,86.5,20.04
-33.25,16.75,2023,95,19.14,17.12,18.14,19.22,12.07,88.01,0,101.45,7.24,3.01,153.03,8.28,3.43,152.77,0.71
-33.25,17.25,2023,95,18.39,16.6,17.49,17.96,11.69,89.35,0,101.42,6.46,4.93,154.22,7.98,5.88,153.99,1.17
-33.25,17.75,2023,95,18.84,14.42,16.62,17.91,10.34,79.1,0,101.22,5.13,5.66,156.54,6.97,7.77,153.55,5.67
-33.25,18.25,2023,95,20.81,10.93,15.87,19.64,8.33,58.89,0,100.5,3.76,4.74,153.12,5.63,7.9,146.34,13.44
-33.25,18.75,2023,95,23.4,7.75,15.58,22.56,6.74,41.56,0,98.76,3.24,3.5,128.84,4.92,5.93,123.59,19.38
-33.25,19.25,2023,95,21.26,5.34,13.3,20.33,6.01,39.86,0,93.69,2.97,3.87,129.59,4.07,4.71,134.92,19.46
-33.25,19.75,2023,95,20.52,5.18,12.85,19.64,6.03,41.11,0,92.32,3.02,3.9,150.84,4.13,4.66,154.51,19.25
-33.25,20.25,2023,95,20.79,4.96,12.88,20.27,5.99,40.19,0,92.01,3.03,3.77,162.66,4.26,4.96,163.36,19.56
-33.25,20.75,2023,95,21.53,4.31,12.92,21.42,5.76,37.23,0,91.94,2.81,3.71,140.56,3.99,5.06,144.65,20.48
-33.25,21.25,2023,95,22.06,4.85,13.46,21.69,5.86,37.53,0,93.07,2.32,3.96,65.41,3.15,4.74,83.75,21.34
-33.25,21.75,2023,95,21.97,5.58,13.77,22.06,6.08,39.66,0,94.37,2.38,3.27,86.48,3.31,4.3,94.35,20.83
-32.75,16.75,2023,95,18.73,17.08,17.91,18.65,12.04,90.05,0.01,101.41,7.23,3.29,154.49,8.4,3.78,154.29,0.77
-32.75,17.25,2023,95,18,15.95,16.97,17.34,11.24,87.98,0,101.38,6.38,5.5,153.95,8.02,6.77,153.67,1.43
-32.75,17.75,2023,95,19.06,13.24,16.15,17.63,9.59,73.6,0,101.14,5.03,6.14,149.34,6.95,8.66,143.52,7.03
-32.75,18.25,2023,95,21.79,9.44,15.62,19.93,7.53,50.92,0,100.2,3.73,5.16,135.28,5.61,8.49,121.32,15.81
-32.75,18.75,2023,95,24,6.1,15.05,22.95,6.04,35.38,0,97.81,3.47,5.03,103.25,5.15,7.19,89.59,19.72
-32.75,19.25,2023,95,21.96,4.02,12.99,20.8,5.46,34.83,0,93.5,3.18,4.66,111.32,4.36,5.59,102.74,19.75
-32.75,19.75,2023,95,22.1,3.79,12.95,21.2,5.42,33.96,0,93.08,3.3,4.26,127.54,4.62,5.18,124.74,19.46
-32.75,20.25,2023,95,21.9,2.92,12.41,21.58,5.2,32.13,0,91.82,3.6,3.98,140.57,5.26,5.21,143.82,19.07
-32.75,20.75,2023,95,21.02,1.58,11.3,21.24,4.83,30.58,0,89.51,3.71,3.75,144.81,5.48,5.09,152.15,19.08
-32.75,21.25,2023,95,21.32,2.53,11.92,21.38,5.1,32.38,0,90.37,3.12,3.34,140.31,4.41,4.45,145.88,20.27
-32.75,21.75,2023,95,22.73,3.78,13.25,23.12,5.41,32.65,0,93.06,2.71,2.86,172.34,3.99,5.5,165.68,20.5
-32.25,16.75,2023,95,18.31,16.77,17.54,18.08,11.81,90.72,0,101.36,6.99,3.24,154.75,8.3,3.6,154.61,0.92
-32.25,17.25,2023,95,17.74,15.3,16.52,16.89,10.78,85.98,0,101.33,6.2,5.14,151.41,7.95,6.32,151.16,1.76
-32.25,17.75,2023,95,19.02,12.56,15.79,17.14,9.17,70.44,0,101.09,4.94,5.86,141.11,6.93,8.32,138.12,6.94
-32.25,18.25,2023,95,21.97,8.86,15.42,19.4,7.29,48.14,0,100.11,3.74,5.35,123.51,5.64,8.55,116.48,15.14
-32.25,18.75,2023,95,24.5,5.15,14.83,23.05,5.68,32.19,0,97.51,3.73,5.55,101.16,5.4,7.12,93.88,19.82
-32.25,19.25,2023,95,23.79,3.74,13.77,22.5,5.26,30.76,0,95.08,3.6,5.51,107.41,5.03,6.71,99.92,20
-32.25,19.75,2023,95,23.24,2.74,13,22.56,5.01,29.51,0,93.6,4.05,4.95,100.44,5.83,5.96,92.81,19.41
-32.25,20.25,2023,95,21.86,1.08,11.47,21.97,4.6,28.09,0,91.01,4.53,4.31,98.15,6.66,4.76,93.64,18.55
-32.25,20.75,2023,95,20.06,-0.48,9.79,20.81,4.21,27.72,0,87.97,4.62,3.76,117.14,6.78,3.59,118.86,18.14
-32.25,21.25,2023,95,19.69,0.71,10.2,20.44,4.58,31.12,0,87.9,4.1,3.24,172.69,5.83,3.43,180.28,19.14
-32.25,21.75,2023,95,21.04,1.94,11.49,21.78,4.92,31.38,0,89.65,3.66,2.84,231.69,5.37,4.77,227.31,19.61
-31.75,16.75,2023,95,17.88,16.31,17.09,17.53,11.47,90.59,0,101.31,6.6,3.38,153.96,8,3.55,153.89,1.17
-31.75,17.25,2023,95,17.67,14.58,16.13,16.62,10.33,83.32,0,101.27,5.66,4.64,148.39,7.34,5.83,148.1,3.61
-31.75,17.75,2023,95,19.29,11.65,15.47,17.38,8.7,66.69,0,100.92,4.52,5.35,135.71,6.34,7.54,135.45,9.71
-31.75,18.25,2023,95,22.48,7.91,15.2,20.17,6.87,44.88,0,99.89,3.71,5.62,117.74,5.51,8.07,117.79,17.23
-31.75,18.75,2023,95,25.29,4.44,14.86,23.88,5.4,29.41,0,97.76,4.04,6.62,100.34,5.84,7.85,100.34,20.04
-31.75,19.25,2023,95,24.27,3.15,13.71,23.16,5.06,28.51,0,94.94,4.41,6.76,101.07,6.33,7.95,100.84,19.37
