LAT,LON,YEAR,DOY,T2M,TS,T2M_RANGE,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
-29.75,31.75,2021,92,25.35,26.09,3.26,16.39,81.72,1.94,101.36,6.26,14.14,1.19,12.95,78.06,7.13,16.23,1.41,14.82,71.64
-29.75,32.25,2021,92,25.45,26.26,1.94,16.45,81.57,2.23,101.52,6.38,12.5,1.45,11.05,101.41,7.11,14.18,1.56,12.62,98.04
-29.75,32.75,2021,92,25.32,26.09,1.24,16.35,81.73,2.57,101.55,6.42,10.5,1.65,8.85,135.86,7.1,11.83,1.71,10.12,141.41
-29.75,33.25,2021,92,25.18,25.82,0.8,16.29,82.18,2.64,101.57,6.59,9.56,1.48,8.08,182.84,7.31,10.74,1.53,9.21,194.34
-29.25,29.75,2021,92,17,17.13,14.37,10.5,76.46,0.85,84.4,2.43,4.32,0.51,3.81,209.8,3.6,6.26,0.83,5.43,210.19
-29.25,30.25,2021,92,19.47,19.8,13.73,11.84,78.09,1.04,89.1,2.29,4.14,0.52,3.62,204.49,3.51,6.36,0.87,5.49,208.37
-29.25,30.75,2021,92,21.5,21.81,12.73,12.92,78.53,1.12,93.27,2.54,5.17,0.68,4.49,205.51,3.8,7.48,1.06,6.41,212.2
-29.25,31.25,2021,92,24.3,24.69,11.38,14.31,76.78,0.69,98.21,3.75,9.3,0.86,8.44,140.69,4.89,11.71,1.12,10.59,142.62
-29.25,31.75,2021,92,25.53,25.83,6.6,15.73,78.21,0.71,100.67,5.12,12,1,11,87.31,6.3,14.35,1.3,13.05,81.15
-29.25,32.25,2021,92,25.76,26.43,3.24,16.39,80.04,1.22,101.43,6.14,11.27,1.31,9.96,100.11,7.04,12.98,1.46,11.51,96.53
-29.25,32.75,2021,92,25.57,26.48,1.42,16.54,81.44,1.73,101.55,6.72,10.18,1.38,8.81,134.38,7.44,11.42,1.43,9.99,133.91
-29.25,33.25,2021,92,25.35,26.19,0.78,16.43,82.08,1.91,101.58,6.96,9.86,1.25,8.61,182.74,7.71,11.03,1.31,9.72,182.31
-28.75,29.75,2021,92,19.29,19.46,15.71,10.29,68.54,0.29,86.69,2.34,4.08,0.94,3.14,209.07,3.52,6.01,1.35,4.67,208.36
-28.75,30.25,2021,92,20.64,21.34,15.09,11.15,70.6,0.36,89.13,2.45,4.26,1.12,3.14,197.69,3.75,6.58,1.69,4.89,201.11
-28.75,30.75,2021,92,21.66,22.44,14.64,11.8,71.94,0.36,91.21,2.75,5.2,1.02,4.19,200.34,4.09,7.29,1.77,5.52,208.81
-28.75,31.25,2021,92,23.51,24.08,15.29,12.73,72.19,0.43,94.84,2.7,6.74,0.29,6.45,187.06,3.87,9.05,0.57,8.49,195.31
-28.75,31.75,2021,92,25.46,25.83,12.05,14.36,73.11,0.41,99.23,3.97,8.39,0.93,7.46,118.61,5.4,10.95,1.25,9.7,124.94
-28.75,32.25,2021,92,25.92,26.62,6.45,15.7,76.78,0.79,101,5.62,9.74,1.05,8.68,124.34,6.71,11.65,1.23,10.42,130.82
-28.75,32.75,2021,92,25.75,26.82,2.26,16.42,80.19,1.15,101.5,6.81,10.26,1.17,9.09,159.46,7.59,11.57,1.24,10.33,163.47
-28.75,33.25,2021,92,25.51,26.69,0.75,16.55,81.9,1.28,101.59,7.3,9.96,1.71,8.25,200.19,8.04,11.06,1.8,9.26,199.88
-28.25,29.75,2021,92,20.09,20.44,16.72,9.45,60.6,0.11,86.82,3.15,4.99,1.69,3.29,241.34,4.84,6.78,2.8,3.98,241.13
-28.25,30.25,2021,92,21.22,22.03,16.67,10.14,62.74,0.14,88.51,2.89,4.44,1.82,2.61,216.71,4.52,6.58,3.14,3.44,217.22
-28.25,30.75,2021,92,21.69,22.7,16.13,10.91,66.69,0.18,89.74,2.8,4.95,1.47,3.48,190.72,4.25,7.11,2.68,4.43,192.07
-28.25,31.25,2021,92,22.8,23.59,15.49,12.05,70.59,0.31,92.74,2.63,6.11,0.68,5.44,189.75,3.83,8.37,1.2,7.17,193.47
-28.25,31.75,2021,92,24.67,25.33,14.27,13.35,71.47,0.29,97.38,3.68,6.59,0.66,5.93,157.45,5.16,9.05,1.02,8.02,174.84
-28.25,32.25,2021,92,25.59,26.39,9.14,14.81,74.26,0.53,100.14,5.07,8.17,0.51,7.66,161.3,6.28,10.22,0.65,9.57,174.09
-28.25,32.75,2021,92,25.77,26.86,3.82,15.95,78.16,0.78,101.36,6.43,9.49,1.13,8.36,185.3,7.3,10.96,1.19,9.76,189.64
-28.25,33.25,2021,92,25.56,26.89,0.65,16.52,81.53,0.9,101.6,7.35,9.82,2.56,7.26,196.24,8.04,10.85,2.69,8.15,195.94
-27.75,29.75,2021,92,18.5,18.95,16.68,8.63,59.68,0.05,84.58,3.7,6.1,1.72,4.38,265.12,5.82,8.2,3.1,5.1,264.88
-27.75,30.25,2021,92,19.8,20.47,17.04,9.34,61.35,0.07,86.42,3.14,4.81,1.9,2.9,253.67,5.06,7.25,3.46,3.8,253.66
-27.75,30.75,2021,92,21.02,21.81,16.78,10.44,65.31,0.11,88.57,2.48,3.96,1.31,2.66,221.06,3.88,6.55,2.22,4.33,224.88
-27.75,31.25,2021,92,22.43,23.27,14.98,11.9,70.06,0.19,92.11,2.7,4.82,1.03,3.8,180.94,3.9,7.41,1.82,5.59,200.16
-27.75,31.75,2021,92,24.01,24.75,13.68,13.1,71.86,0.21,96.5,3.48,5.98,0.61,5.38,166.96,4.87,8.25,0.98,7.27,199.88
-27.75,32.25,2021,92,25.13,25.82,10.36,14.24,73.31,0.34,99.58,4.36,6.91,0.41,6.5,169.79,5.63,9.15,0.57,8.57,188.77
-27.75,32.75,2021,92,25.62,26.55,5.27,15.45,76.67,0.5,101.18,5.74,8.24,1.36,6.88,162.98,6.7,9.98,1.47,8.5,167.24
-27.75,33.25,2021,92,25.58,26.91,0.62,16.39,80.81,0.6,101.62,7.12,9.39,3.15,6.23,131.94,7.75,10.31,3.33,6.98,131.52
-27.25,29.75,2021,92,17.49,17.96,16.8,8.6,62.54,0.02,83.68,3.47,5.67,1.56,4.11,255.91,5.6,8.6,2.58,6.02,255.06
-27.25,30.25,2021,92,18.22,18.68,16.82,9.17,64.59,0.03,85.05,2.89,4.39,1.66,2.73,267.33,4.86,7.61,2.76,4.85,266.44
-27.25,30.75,2021,92,20.25,20.76,16.43,10.2,65.31,0.06,88.07,2.04,3.24,0.9,2.34,249.86,3.4,6.18,1.52,4.67,255.82
-27.25,31.25,2021,92,22.13,22.85,14.72,11.81,69.56,0.1,92.06,2.46,3.72,0.58,3.14,166.94,3.54,6.6,1.02,5.58,201.84
-27.25,31.75,2021,92,24.07,24.88,13.41,13.1,71.39,0.12,96.9,3.12,5.36,0.34,5.03,149.46,4.34,7.84,0.55,7.29,179.49
-27.25,32.25,2021,92,24.95,25.55,11.21,13.94,72.91,0.18,99.68,3.66,5.94,0.4,5.54,138.74,4.96,8.4,0.59,7.82,167.81
-27.25,32.75,2021,92,25.39,26.14,6.27,15.06,76.09,0.27,101.09,5.08,7.23,1.64,5.59,111.59,6.11,9.08,1.85,7.23,128.95
-27.25,33.25,2021,92,25.61,26.88,0.73,16.2,79.82,0.33,101.64,6.81,8.83,3.63,5.19,76,7.38,9.66,3.85,5.8,75.56
-26.75,29.75,2021,92,17.44,17.95,16.75,8.91,64.78,0.01,83.84,3.2,5,1.69,3.31,240.04,5.22,8.63,2.21,6.42,239.12
-26.75,30.25,2021,92,17.5,17.73,16.23,9.44,67.92,0.02,84.69,2.58,3.82,1.52,2.3,262.12,4.47,7.59,2.15,5.44,261.18
-26.75,30.75,2021,92,19.19,19.34,15.56,10.22,67.91,0.03,87.47,1.73,2.73,0.76,1.97,256.34,3.13,5.68,1.38,4.3,259.12
-26.75,31.25,2021,92,21.87,22.43,14.66,11.69,69.41,0.07,92.14,2.17,3.24,0.37,2.87,169.69,3.16,6.14,0.52,5.62,188.84
-26.75,31.75,2021,92,24.02,24.94,12.8,13.06,70.91,0.08,97.04,3.05,4.97,0.47,4.5,125.19,4.24,7.8,0.64,7.16,133.87
-26.75,32.25,2021,92,24.85,25.51,10.98,13.8,72.67,0.12,99.74,3.28,5.29,0.34,4.94,102.83,4.61,7.91,0.49,7.43,118.59
-26.75,32.75,2021,92,25.29,26,6.37,14.84,75.56,0.19,101.09,4.56,6.56,1.76,4.79,83.99,5.61,8.4,1.94,6.46,97.19
-26.75,33.25,2021,92,25.63,26.82,0.81,15.97,78.55,0.24,101.65,6.43,8.48,4.16,4.31,62.67,6.94,9.32,4.44,4.88,62.34
-26.25,29.75,2021,92,17.73,18.26,16.03,9.14,65.29,0.02,83.93,2.85,4.35,1.56,2.79,220.89,4.62,8.14,1.67,6.47,223
-26.25,30.25,2021,92,17.54,17.63,15.24,9.66,68.81,0.02,84.6,2.26,3.6,1.26,2.34,247.08,3.85,7.56,1.54,6.01,246.96
-26.25,30.75,2021,92,18.86,18.79,14.51,10.46,69.88,0.03,87.28,1.48,2.84,0.54,2.3,246.15,2.62,5.97,0.94,5.03,256.23
-26.25,31.25,2021,92,21.4,21.76,13.46,11.87,71.88,0.06,92.21,1.98,2.69,0.66,2.03,187,3.01,5.32,0.95,4.38,235
-26.25,31.75,2021,92,23.46,24.24,11.69,13.24,73.45,0.08,96.89,2.95,4.39,0.87,3.51,120.15,4.39,7.57,1.13,6.44,128.35
-26.25,32.25,2021,92,24.7,25.4,10.18,13.87,73.26,0.1,99.72,3.2,4.87,0.61,4.26,74.04,4.61,7.82,0.78,7.04,73.09
-26.25,32.75,2021,92,25.34,26.13,6.04,14.7,74.6,0.11,101.15,4.36,6.25,2.08,4.17,64.99,5.36,8.26,2.26,6,61.62
-26.25,33.25,2021,92,25.56,26.72,0.9,15.64,77.22,0.1,101.65,6.04,8.22,4.59,3.63,68.86,6.55,9.17,4.87,4.3,62.56
-31.25,29.75,2021,93,17.23,18.41,4.7,10.21,81.34,6.65,97.59,4.68,6.9,1.37,5.54,182.34,5.78,8.29,1.9,6.4,182.19
-31.25,30.25,2021,93,20.36,22.63,1.95,11.53,77.29,7.04,100.57,6.48,9.34,1.79,7.55,191.13,7.42,10.73,1.93,8.8,190.66
-31.25,30.75,2021,93,22.59,25.99,0.46,12.62,74.9,5.43,102.08,8.05,10.93,3.05,7.88,190.69,8.76,12.16,3.17,8.99,190.41
-31.25,31.25,2021,93,22.77,26.06,0.64,12.82,75.25,2.65,102.04,8.35,10.86,4.1,6.76,187.22,9.08,12.04,4.27,7.77,187.19
-31.25,31.75,2021,93,22.6,25.7,0.66,12.77,75.82,2.29,102,8.55,10.78,5.08,5.71,184.94,9.31,11.93,5.32,6.61,185.04
-31.25,32.25,2021,93,22.52,25.62,0.67,12.83,76.49,2.44,101.96,8.81,11.06,5.64,5.41,184.21,9.6,12.24,5.98,6.27,184.29
-31.25,32.75,2021,93,22.45,25.61,0.82,12.88,77.04,2.77,101.92,9.15,11.89,6.12,5.77,184.31,10,13.24,6.54,6.7,184.33
-31.25,33.25,2021,93,22.4,25.54,1.17,12.9,77.41,3.95,101.88,9.52,12.93,6.66,6.28,184.92,10.44,14.49,7.16,7.33,184.86
-30.75,29.75,2021,93,14.4,14.94,6.25,9.31,84.97,5.09,93.02,3.64,5.44,0.75,4.68,181.74,4.84,6.7,1.14,5.56,182.26
-30.75,30.25,2021,93,17.81,18.97,3.79,10.71,81.93,6.54,97.72,5.41,7.78,1.3,6.49,196,6.74,9.27,1.52,7.75,195.72
-30.75,30.75,2021,93,21.64,24.23,1.61,12.35,77.41,6.06,101.51,7.81,10.41,3.16,7.25,197.62,8.95,11.83,3.55,8.28,197.19
-30.75,31.25,2021,93,23,26.18,0.87,13.06,75.69,5.74,102.04,9.04,11.83,4.57,7.25,193.22,9.89,13.2,4.8,8.41,193.06
-30.75,31.75,2021,93,22.91,25.9,0.82,13.01,75.86,6.63,102,9.19,12.1,5.49,6.62,190.42,10.07,13.53,5.79,7.74,190.46
-30.75,32.25,2021,93,22.83,25.76,0.85,13.06,76.43,6.09,101.95,9.4,12.7,6.18,6.52,189.19,10.32,14.25,6.57,7.68,189.27
-30.75,32.75,2021,93,22.76,25.71,1.04,13.1,77.03,5.76,101.91,9.68,13.41,6.67,6.74,188.81,10.64,15.12,7.15,7.98,188.84
-30.75,33.25,2021,93,22.7,25.65,1.49,13.15,77.47,6.72,101.86,9.95,13.98,7.05,6.92,189.21,10.96,15.81,7.61,8.2,189.19
-30.25,29.75,2021,93,13.18,13.67,7.48,8.93,85.12,2.54,88.95,2.58,3.91,0.66,3.25,172.46,3.66,5.15,1.06,4.09,174.71
-30.25,30.25,2021,93,15.66,16.11,5.64,9.97,84.9,3.7,94.38,3.8,5.58,1.08,4.51,187.21,5.32,7.27,1.62,5.65,188.08
-30.25,30.75,2021,93,19.25,20.54,3.7,11.46,81.58,4.61,99.44,6.54,8.99,2.82,6.17,200.65,8.13,10.62,3.64,6.98,200.33
-30.25,31.25,2021,93,22.83,25.58,0.82,13.12,76.75,5.98,101.95,9.43,12.6,5,7.61,198,10.52,14.32,5.41,8.9,197.66
-30.25,31.75,2021,93,23.18,26.08,0.84,13.27,76,7.5,101.97,9.83,13.53,5.97,7.56,194.28,10.86,15.29,6.36,8.93,194.23
-30.25,32.25,2021,93,23.17,25.98,0.97,13.29,76.19,7.14,101.94,10.04,13.97,6.7,7.27,192.35,11.09,15.83,7.16,8.66,192.4
-30.25,32.75,2021,93,23.07,25.79,1.37,13.32,76.81,6.46,101.9,10.2,14.23,7.21,7.01,191.51,11.28,16.16,7.76,8.4,191.56
-30.25,33.25,2021,93,23.01,25.71,1.98,13.42,77.42,6.7,101.85,10.31,14.36,7.4,6.96,191.99,11.41,16.34,8.02,8.31,191.99
-29.75,29.75,2021,93,12.76,13.4,8.94,8.89,84.25,1.02,85.46,2.32,3.66,0.85,2.81,165.16,3.18,4.46,1.48,2.98,168.38
-29.75,30.25,2021,93,14.53,14.95,7.17,9.63,85.69,1.68,91.14,2.92,4.55,0.99,3.56,165.89,4.22,5.88,1.83,4.06,167.51
-29.75,30.75,2021,93,17.22,17.82,5.56,10.59,83.38,2.39,96.45,4.79,6.86,2.06,4.8,196.42,6.47,8.75,3.05,5.7,196.4
-29.75,31.25,2021,93,21.73,23.64,1.77,12.54,77.91,2.92,101.27,8.93,11.8,4.75,7.05,201.25,10.39,13.88,5.8,8.08,200.75
-29.75,31.75,2021,93,23.18,25.71,1.13,13.37,76.38,3.46,101.83,10.21,13.92,6.32,7.59,196.95,11.42,15.92,6.93,8.99,196.68
-29.75,32.25,2021,93,23.53,26.25,1.09,13.6,76.17,4.25,101.93,10.61,14.52,7.19,7.33,194.26,11.77,16.52,7.73,8.79,194.19
-29.75,32.75,2021,93,23.45,26.09,1.58,13.64,76.66,4.56,101.89,10.63,14.69,7.61,7.08,193.11,11.79,16.75,8.26,8.49,193.16
-29.75,33.25,2021,93,23.35,25.79,2.27,13.68,77.29,5,101.84,10.52,14.75,7.46,7.29,194.06,11.69,16.84,8.2,8.64,194.09
-29.25,29.75,2021,93,13.51,14.29,10.07,9.2,82.4,0.53,84.54,2.51,4.6,0.82,3.78,155.35,3.14,5.18,1.4,3.78,160.09
-29.25,30.25,2021,93,14.8,15.6,8.74,9.63,83.29,0.78,89.35,3.08,5.1,0.88,4.22,145.19,4.02,6.04,1.7,4.34,147.24
-29.25,30.75,2021,93,16.33,17.01,7.42,10.03,81.97,0.99,93.64,3.75,5.38,1.24,4.14,180.99,5.14,7.14,2.21,4.92,182.24
-29.25,31.25,2021,93,19.49,20.5,4.76,11.32,79.09,1.1,98.7,6.84,9.15,3.12,6.03,200.44,8.64,11.22,4.96,6.25,200.44
-29.25,31.75,2021,93,22.39,24.05,2.39,12.86,76.49,1.39,101.14,9.22,12.15,5.49,6.66,198.49,10.91,14.45,6.88,7.57,198.11
-29.25,32.25,2021,93,23.61,25.98,1.62,13.72,76.22,2.52,101.83,10.6,14.07,7.24,6.84,195.49,12.02,16.24,8.15,8.09,195.28
-29.25,32.75,2021,93,23.88,26.49,1.85,14.03,76.71,3.51,101.87,10.97,14.92,7.63,7.29,194.16,12.21,17,8.34,8.66,194.17
-29.25,33.25,2021,93,23.76,26.14,2.39,14.01,77.18,4.44,101.83,10.65,14.89,6.85,8.04,195.98,11.85,17.01,7.58,9.43,196.02
-28.75,29.75,2021,93,15.93,16.9,11.53,9.73,77.55,0.46,86.85,2.68,5.23,0.92,4.31,124.84,3.31,6.53,1.2,5.33,128.52
-28.75,30.25,2021,93,16.12,17.31,10.6,9.79,78.61,0.58,89.36,3.36,5.62,1.16,4.47,131.82,4.19,6.79,1.76,5.03,133.62
-28.75,30.75,2021,93,16.23,17.31,9.23,9.8,79.44,0.68,91.51,3.91,5.73,1.36,4.37,162.61,4.96,6.9,2.24,4.66,164.52
-28.75,31.25,2021,93,17.54,18.24,7.36,10.41,80.19,0.95,95.24,5.25,7.26,1.87,5.39,191.78,7.02,9.08,3.89,5.18,192.5
-28.75,31.75,2021,93,20.97,21.85,5.33,11.92,76.64,1.06,99.68,7.49,9.79,3.63,6.17,195.78,9.71,12.08,6.09,5.99,195.45
-28.75,32.25,2021,93,23.14,24.88,3.09,13.36,75.99,2.11,101.4,9.92,12.78,6.45,6.33,195.34,11.72,15.01,8.17,6.84,195.04
-28.75,32.75,2021,93,24.09,26.42,2.1,14.19,76.53,3.24,101.81,11.05,14.55,7.42,7.13,195.14,12.41,16.65,8.37,8.28,195.11
-28.75,33.25,2021,93,24.17,26.53,2.33,14.37,77.22,4.02,101.81,10.75,14.76,6.4,8.36,197.7,11.97,16.83,7.02,9.81,197.74
-28.25,29.75,2021,93,17.25,18.58,12.86,9.85,73.54,0.46,86.96,2.98,5.5,1.24,4.26,114.58,3.81,7.24,1.08,6.16,118.71
-28.25,30.25,2021,93,17.01,18.48,11.64,10,75.95,0.52,88.72,3.41,5.8,1.62,4.18,126.68,4.22,7.13,1.82,5.3,128.17
-28.25,30.75,2021,93,16.49,17.81,10.1,9.88,77.81,0.56,89.99,3.99,5.94,1.83,4.11,150.38,4.87,7.09,2.53,4.56,152
-28.25,31.25,2021,93,17.1,18.03,8.32,10.19,79.53,0.71,93.07,5.09,6.77,1.96,4.81,179.03,6.54,8.71,3.46,5.25,180.12
-28.25,31.75,2021,93,19.87,20.54,7.85,11.32,77.18,0.85,97.78,6.62,8.79,2.7,6.09,189.26,8.89,10.85,5.51,5.34,189.3
-28.25,32.25,2021,93,22.4,23.63,4.9,12.84,76.09,2,100.5,8.97,11.29,4.9,6.39,193.14,11.03,13.56,7.06,6.51,192.94
-28.25,32.75,2021,93,23.99,25.87,2.66,14.07,76.34,2.99,101.64,10.51,13.46,5.98,7.48,195.36,12.07,15.73,7.07,8.65,195.27
-28.25,33.25,2021,93,24.5,26.71,2.11,14.67,77.3,3.36,101.8,10.69,14.56,5.54,9.03,198.85,11.92,16.63,6.02,10.61,198.89
-27.75,29.75,2021,93,17.01,18.34,13.71,9.59,72.34,0.58,84.63,3.03,5.32,1.06,4.26,134.29,4.16,6.93,0.91,6.02,138.57
-27.75,30.25,2021,93,16.92,18.34,12.34,10.06,75.94,0.66,86.54,3.12,5.48,1.56,3.92,127.22,4.04,6.91,1.47,5.44,129.83
-27.75,30.75,2021,93,16.77,18.08,10.7,10.18,77.92,0.63,88.78,3.49,5.52,1.7,3.82,140.01,4.31,6.82,2.17,4.65,142.59
-27.75,31.25,2021,93,17.7,18.74,8.99,10.38,77.38,0.5,92.39,4.66,6.03,1.95,4.08,167.91,5.89,8.21,3.05,5.16,169.31
-27.75,31.75,2021,93,19.92,20.65,8.85,11.23,76.1,0.62,96.82,6.2,8.12,2.65,5.47,181.86,8.33,10.26,5.3,4.96,182.34
-27.75,32.25,2021,93,22.05,22.91,6.49,12.56,76.06,1.82,99.89,7.79,9.8,3.09,6.7,188.78,10.04,12.11,5.09,7.02,188.69
-27.75,32.75,2021,93,23.77,25.17,3.71,13.98,76.76,2.74,101.43,9.36,12.03,3.42,8.61,194.02,11.15,14.32,4.31,10.01,193.85
-27.75,33.25,2021,93,24.76,26.77,1.84,14.97,77.54,3.02,101.78,10.34,14.08,3.74,10.34,200.11,11.54,16.1,4.01,12.09,200.12
-27.25,29.75,2021,93,16.99,18.05,14.29,9.55,71.83,0.7,83.67,3.03,5.07,1.06,4,148.95,4.48,7.1,0.96,6.14,150.56
-27.25,30.25,2021,93,16.66,17.71,12.61,10.13,76.67,0.84,85.11,2.73,4.86,1.32,3.54,131.21,3.9,6.72,1.23,5.49,134.49
-27.25,30.75,2021,93,17.07,18.05,11.01,10.49,78.34,0.77,88.22,2.69,4.79,1.26,3.53,130.94,3.61,6.2,1.56,4.64,134.65
-27.25,31.25,2021,93,18.32,19.28,9.35,10.68,76.31,0.46,92.3,4.02,5.4,1.6,3.8,159.31,5.25,7.86,2.61,5.25,160.25
-27.25,31.75,2021,93,20.79,21.55,9.65,11.41,73.74,0.5,97.17,5.77,7.6,2.43,5.16,173.36,7.79,9.84,4.84,5,173.8
-27.25,32.25,2021,93,22.2,22.76,8.1,12.51,75.57,1.38,99.95,6.69,8.83,1.66,7.17,181.36,9.02,11.08,3.2,7.88,181.61
-27.25,32.75,2021,93,23.63,24.61,4.87,13.96,77.48,2.17,101.3,8.18,10.92,1.42,9.5,184.98,10.08,13.05,1.9,11.15,185.1
-27.25,33.25,2021,93,24.98,26.74,1.62,15.22,77.86,2.64,101.77,9.8,13.31,2.17,11.14,187.8,10.94,15.19,2.3,12.89,187.76
-26.75,29.75,2021,93,17.24,18.1,14.49,9.72,71.41,0.64,83.81,3,4.82,1.21,3.61,153.76,4.65,7.82,1.29,6.54,155.19
-26.75,30.25,2021,93,16.54,17.24,12.34,10.32,77.54,0.9,84.71,2.51,4.23,1.17,3.06,134.38,3.92,6.81,1.31,5.5,137.73
-26.75,30.75,2021,93,16.98,17.53,10.59,10.71,79.33,0.87,87.57,2.12,3.77,0.97,2.8,128.67,3.2,5.5,1.34,4.15,133.19
-26.75,31.25,2021,93,18.81,19.62,9.55,10.96,75.91,0.53,92.34,3.71,5.1,1.47,3.62,153.47,5.07,7.95,2.59,5.36,153.97
-26.75,31.75,2021,93,21.33,22.08,9.89,11.64,72.91,0.42,97.28,5.43,7.41,1.59,5.82,167.69,7.32,9.67,3.08,6.59,168.27
-26.75,32.25,2021,93,22.44,22.94,8.87,12.63,75.49,1.07,99.97,5.88,8.24,0.78,7.46,174.19,8.11,10.48,1.6,8.88,174.49
-26.75,32.75,2021,93,23.72,24.53,5.49,14.09,77.86,1.83,101.26,7.24,10.09,0.7,9.38,175.91,9.08,12.17,0.91,11.26,175.96
-26.75,33.25,2021,93,25.17,26.68,1.51,15.43,78.02,2.47,101.74,9.18,12.61,1.45,11.16,176.05,10.22,14.33,1.52,12.81,176.02
-26.25,29.75,2021,93,17.65,18.47,14.66,9.91,70.31,0.53,83.89,3,4.54,1.1,3.44,152.76,4.72,8.06,1.47,6.59,154.14
-26.25,30.25,2021,93,16.71,17.43,12.71,10.43,77.02,0.81,84.6,2.62,4.06,1.12,2.94,133.86,4.13,7.3,1.32,5.98,137.5
-26.25,30.75,2021,93,17.12,17.73,10.73,10.85,79.18,0.82,87.34,2.27,3.6,1.04,2.56,128.54,3.48,6.19,1.3,4.89,133.32
-26.25,31.25,2021,93,19.01,19.63,9.35,11.29,77.03,0.6,92.36,3.5,4.71,1.79,2.92,150.81,5.01,7.64,3.04,4.59,151.47
-26.25,31.75,2021,93,21.23,21.78,9.56,12.02,75.36,0.53,97.08,5.1,7.4,1.22,6.18,167.86,7.03,9.72,2.12,7.6,168.44
-26.25,32.25,2021,93,22.62,23.17,8.41,12.98,76.53,1.01,99.89,5.65,8.32,0.86,7.46,178.76,7.75,10.51,1.47,9.05,178.74
-26.25,32.75,2021,93,24.01,24.85,5.19,14.31,77.77,1.75,101.27,6.92,9.92,1.19,8.73,181.58,8.63,11.93,1.51,10.42,181.29
-26.25,33.25,2021,93,25.29,26.56,1.51,15.52,77.9,2.46,101.71,8.64,12.08,1.84,10.23,177.08,9.67,13.75,1.94,11.81,176.96
-31.25,29.75,2021,94,19.37,19.86,11.52,10.34,73.12,0.03,97.2,3.63,5.29,1.31,3.98,91.43,4.6,6.22,1.62,4.6,91.14
-31.25,30.25,2021,94,21.65,23.25,5.88,11.39,70.61,0.02,100.21,4.62,6.58,1.39,5.19,61.39,5.27,7.22,1.56,5.65,60.67
-31.25,30.75,2021,94,23.33,26.01,2.07,11.85,66.81,0.01,101.77,5,7.01,1.71,5.29,57.06,5.29,7.44,1.79,5.65,56.74
-31.25,31.25,2021,94,23.22,26.01,1.8,11.63,66.19,0,101.8,4.54,6.16,2.56,3.59,59.31,4.77,6.54,2.64,3.9,58.97
-31.25,31.75,2021,94,23.16,25.67,1.59,11.48,65.64,0,101.81,4.13,5.38,2.42,2.96,65.04,4.35,5.71,2.58,3.14,64.87
-31.25,32.25,2021,94,23.31,25.56,1.29,11.43,64.81,0.01,101.81,3.95,5.18,2.75,2.43,68.68,4.16,5.5,2.9,2.6,68.31
-31.25,32.75,2021,94,23.39,25.5,0.95,11.5,64.94,0.01,101.81,4.01,5.55,2.87,2.68,76.71,4.21,5.91,2.98,2.93,76.04
-31.25,33.25,2021,94,23.26,25.36,0.75,11.64,66.26,0.02,101.81,4.25,6.27,2.71,3.56,89.41,4.45,6.72,2.78,3.94,88.6
-30.75,29.75,2021,94,17.11,16.89,15.34,9.28,73.69,0.05,92.69,2.59,3.92,0.6,3.32,155.55,3.66,5.34,0.88,4.46,155.3
-30.75,30.25,2021,94,19.33,20.02,10.09,10.6,74.62,0.05,97.39,3.34,5.09,0.6,4.49,107.42,4.17,6.09,0.73,5.36,106.11
-30.75,30.75,2021,94,22.39,24.39,3.8,11.33,67.53,0.04,101.2,4.3,6.51,0.97,5.54,76.8,4.79,7.07,1.02,6.05,76.35
-30.75,31.25,2021,94,23.36,26.14,1.69,11.47,64.88,0,101.8,4.24,6.2,1.48,4.72,62,4.45,6.56,1.55,5.02,61.62
-30.75,31.75,2021,94,23.21,25.88,1.43,11.38,64.92,0,101.81,3.93,5.49,1.66,3.83,67.35,4.12,5.81,1.77,4.04,67.22
-30.75,32.25,2021,94,23.34,25.7,1.14,11.32,64.04,0,101.81,3.75,5.61,1.97,3.64,75.14,3.94,5.95,2.09,3.86,74.89
-30.75,32.75,2021,94,23.48,25.59,0.8,11.39,63.92,0.01,101.81,3.8,6.07,2.06,4.01,86.28,3.99,6.49,2.16,4.33,85.75
-30.75,33.25,2021,94,23.44,25.45,0.61,11.58,65.22,0.01,101.8,4.09,6.62,2.13,4.5,99.65,4.3,7.12,2.19,4.94,98.95
-30.25,29.75,2021,94,15.65,15.17,15.69,8.59,72.34,0.07,88.73,1.95,3.03,0.39,2.63,214.78,2.94,4.88,0.65,4.23,218.74
-30.25,30.25,2021,94,17.19,17.16,12.62,10.04,78.74,0.08,94.1,2.24,3.7,0.45,3.24,173.66,3.11,4.96,0.68,4.29,176.34
-30.25,30.75,2021,94,19.98,20.87,7.83,10.74,73.57,0.06,99.15,3.38,5.42,0.93,4.49,122.92,4.1,6.12,1.12,5,121.92
-30.25,31.25,2021,94,23.12,25.5,1.64,11.32,64.97,0.01,101.72,4.07,6.22,0.9,5.32,89.47,4.34,6.68,0.91,5.77,88.97
-30.25,31.75,2021,94,23.32,26.11,1.36,11.4,64.52,0,101.79,3.84,5.85,0.98,4.87,82.32,4.03,6.22,1.03,5.19,82.12
-30.25,32.25,2021,94,23.42,25.99,0.95,11.3,63.69,0,101.81,3.64,6.24,1.02,5.22,86.51,3.83,6.65,1.09,5.56,86.31
